/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_ur5e.hdf5
248,211,206,194,214,156,156,165,155,135,155,155,193,260,232,163,156,165,155,260,194,211,232,193,206,156,135,248,155,163,214,155
232,211,212,206,260,139,162,161,155,135,161,155,214,232,232,165,162,161,155,232,206,211,232,214,212,139,135,232,155,165,260,161
248,193,194,249,205,166,172,165,155,135,160,138,211,248,232,161,172,165,138,248,249,193,232,211,194,166,135,248,155,161,205,160
232,199,215,206,248,135,166,160,161,160,171,155,214,241,241,138,166,160,155,241,206,199,241,214,215,135,160,232,161,138,248,171
260,248,215,261,214,161,156,138,135,161,165,155,211,211,214,160,156,138,155,211,261,248,214,211,215,161,161,260,135,160,214,165
260,214,206,200,248,164,136,155,138,155,163,165,232,241,232,138,136,155,165,241,200,214,232,232,206,164,155,260,138,138,248,163
241,193,215,233,214,156,166,171,163,134,165,171,260,248,232,155,166,171,171,248,233,193,232,260,215,156,134,241,163,155,214,165
232,241,233,215,232,156,161,161,165,135,155,155,232,211,232,155,161,161,155,211,215,241,232,232,233,156,135,232,165,155,232,155
260,211,194,194,205,139,156,161,135,160,155,165,214,211,232,163,156,161,165,211,194,211,232,214,194,139,160,260,135,163,205,155
260,241,194,242,211,166,156,155,163,160,163,135,205,241,214,155,156,155,135,241,242,241,214,205,194,166,160,260,163,155,211,163
214,260,215,212,248,139,161,155,135,171,160,163,241,232,241,160,161,155,163,232,212,260,241,241,215,139,171,214,135,160,248,160
214,205,194,233,248,166,156,163,155,134,161,135,214,232,232,165,156,163,135,232,233,205,232,214,194,166,134,214,155,165,248,161
232,211,200,206,260,139,136,163,155,134,161,155,241,193,232,135,136,163,155,193,206,211,232,241,200,139,134,232,155,135,260,161
211,205,261,233,260,139,166,135,155,134,135,134,241,260,241,163,166,135,134,260,233,205,241,241,261,139,134,211,155,163,260,135
232,260,215,261,193,166,156,155,155,163,163,134,211,211,214,134,156,155,134,211,261,260,214,211,215,166,163,232,155,134,193,163
241,193,249,215,214,136,166,135,155,134,155,138,260,193,232,155,166,135,138,193,215,193,232,260,249,136,134,241,155,155,214,155
211,241,249,261,214,164,156,135,134,165,135,138,214,214,232,155,156,135,138,214,261,241,232,214,249,164,165,211,134,155,214,135
214,232,242,200,232,166,135,155,155,138,155,138,241,232,260,155,135,155,138,232,200,232,260,241,242,166,138,214,155,155,232,155
232,214,261,233,241,156,166,155,155,155,135,165,248,241,211,155,166,155,165,241,233,214,211,248,261,156,155,232,155,155,241,135
241,232,194,194,248,161,166,135,155,134,160,138,211,248,260,155,166,135,138,248,194,232,260,211,194,161,134,241,155,155,248,160
214,193,261,215,205,162,166,160,160,155,134,135,214,232,248,138,166,160,135,232,215,193,248,214,261,162,155,214,160,138,205,134
214,248,194,212,260,156,166,155,134,155,165,135,199,260,199,134,166,155,135,260,212,248,199,199,194,156,155,214,134,134,260,165
214,241,194,206,205,139,164,163,163,134,135,171,241,205,232,135,164,163,171,205,206,241,232,241,194,139,134,214,163,135,205,135
241,241,194,200,241,156,136,165,163,161,135,155,211,260,232,160,136,165,155,260,200,241,232,211,194,156,161,241,163,160,241,135
248,241,194,206,241,156,139,135,135,165,155,165,214,241,260,155,139,135,165,241,206,241,260,214,194,156,165,248,135,155,241,155
232,232,200,249,260,156,172,155,155,135,138,171,205,248,260,161,172,155,171,248,249,232,260,205,200,156,135,232,155,161,260,138
232,260,200,200,205,164,156,155,135,155,155,135,205,241,211,161,156,155,135,241,200,260,211,205,200,164,155,232,135,161,205,155
232,232,233,194,248,156,164,171,155,135,161,155,232,232,214,165,164,171,155,232,194,232,214,232,233,156,135,232,155,165,248,161
193,205,215,242,248,161,164,171,135,134,165,138,241,232,232,155,164,171,138,232,242,205,232,241,215,161,134,193,135,155,248,165
232,211,194,233,205,172,139,135,155,155,161,165,214,241,260,155,139,135,165,241,233,211,260,214,194,172,155,232,155,155,205,161
248,211,212,249,211,162,156,165,160,135,155,135,214,211,260,161,156,165,135,211,249,211,260,214,212,162,135,248,160,161,211,155
232,214,200,206,232,164,164,134,135,155,165,155,241,241,232,163,164,134,155,241,206,214,232,241,200,164,155,232,135,163,232,165
260,260,242,233,248,166,136,138,155,155,161,155,260,260,248,165,136,138,155,260,233,260,248,260,242,166,155,260,155,165,248,161
232,260,261,215,241,136,164,138,163,171,155,155,260,232,232,160,164,138,155,232,215,260,232,260,261,136,171,232,163,160,241,155
260,193,261,233,248,156,139,155,134,155,160,138,260,214,248,134,139,155,138,214,233,193,248,260,261,156,155,260,134,134,248,160
260,214,242,194,248,156,156,155,134,165,155,135,193,241,260,161,156,155,135,241,194,214,260,193,242,156,165,260,134,161,248,155
241,241,200,200,199,135,156,163,155,134,135,138,248,214,232,138,156,163,138,214,200,241,232,248,200,135,134,241,155,138,199,135
214,232,206,215,241,136,164,161,165,161,165,155,193,211,241,155,164,161,155,211,215,232,241,193,206,136,161,214,165,155,241,165
241,232,261,249,260,139,166,135,155,138,163,155,193,232,260,161,166,135,155,232,249,232,260,193,261,139,138,241,155,161,260,163
241,232,261,242,248,156,164,155,134,138,155,138,211,205,232,135,164,155,138,205,242,232,232,211,261,156,138,241,134,135,248,155
211,232,212,212,193,136,156,165,134,165,155,155,248,241,232,138,156,165,155,241,212,232,232,248,212,136,165,211,134,138,193,155
241,241,212,233,214,139,139,135,160,161,155,171,241,241,260,155,139,135,171,241,233,241,260,241,212,139,161,241,160,155,214,155
248,260,212,200,205,139,161,155,155,161,165,138,211,199,260,155,161,155,138,199,200,260,260,211,212,139,161,248,155,155,205,165
232,211,233,215,260,156,139,171,135,138,161,155,232,214,248,155,139,171,155,214,215,211,248,232,233,156,138,232,135,155,260,161
232,241,200,206,260,135,139,134,165,135,155,138,214,232,193,171,139,134,138,232,206,241,193,214,200,135,135,232,165,171,260,155
214,193,242,215,241,139,166,155,165,163,155,165,211,232,193,138,166,155,165,232,215,193,193,211,242,139,163,214,165,138,241,155
232,205,212,206,232,139,156,163,160,155,134,155,211,214,241,163,156,163,155,214,206,205,241,211,212,139,155,232,160,163,232,134
241,211,194,233,241,156,136,155,165,165,138,155,248,241,260,135,136,155,155,241,233,211,260,248,194,156,165,241,165,135,241,138
260,232,249,215,241,172,136,138,138,163,155,155,241,248,232,165,136,138,155,248,215,232,232,241,249,172,163,260,138,165,241,155
248,241,200,233,193,166,139,163,155,165,161,171,193,241,214,161,139,163,171,241,233,241,214,193,200,166,165,248,155,161,193,161
248,241,194,261,232,166,156,135,163,163,135,155,241,232,241,138,156,135,155,232,261,241,241,241,194,166,163,248,163,138,232,135
193,241,194,200,214,172,139,165,163,155,134,155,248,241,232,160,139,165,155,241,200,241,232,248,194,172,155,193,163,160,214,134
241,232,233,194,205,135,139,161,155,135,155,135,232,232,193,155,139,161,135,232,194,232,193,232,233,135,135,241,155,155,205,155
241,232,215,212,211,135,164,161,134,155,135,155,248,241,193,155,164,161,155,241,212,232,193,248,215,135,155,241,134,155,211,135
232,241,194,206,211,164,172,135,163,165,155,138,241,232,205,161,172,135,138,232,206,241,205,241,194,164,165,232,163,161,211,155
241,241,249,233,260,135,136,171,161,165,135,138,248,214,241,135,136,171,138,214,233,241,241,248,249,135,165,241,161,135,260,135
232,248,249,215,205,156,139,135,155,138,134,138,241,241,241,163,139,135,138,241,215,248,241,241,249,156,138,232,155,163,205,134
211,214,242,212,214,166,139,155,155,160,161,165,260,232,241,161,139,155,165,232,212,214,241,260,242,166,160,211,155,161,214,161
248,260,233,215,248,166,139,165,155,155,155,160,205,241,214,155,139,165,160,241,215,260,214,205,233,166,155,248,155,155,248,155
248,241,215,194,248,164,166,160,165,135,161,138,214,260,241,138,166,160,138,260,194,241,241,214,215,164,135,248,165,138,248,161
211,232,242,194,248,172,135,155,155,161,165,165,205,241,193,138,135,155,165,241,194,232,193,205,242,172,161,211,155,138,248,165
260,211,242,215,248,156,136,134,155,155,163,138,241,241,248,155,136,134,138,241,215,211,248,241,242,156,155,260,155,155,248,163
232,260,212,206,248,135,166,155,135,134,134,165,241,232,232,155,166,155,165,232,206,260,232,241,212,135,134,232,135,155,248,134
260,193,206,242,205,139,172,134,163,163,155,171,205,260,232,155,172,134,171,260,242,193,232,205,206,139,163,260,163,155,205,155
260,241,194,242,205,135,156,165,134,134,163,135,199,193,232,160,156,165,135,193,242,241,232,199,194,135,134,260,134,160,205,163
260,241,261,194,248,156,135,160,134,155,163,138,214,241,260,161,135,160,138,241,194,241,260,214,261,156,155,260,134,161,248,163
214,241,242,200,248,172,162,160,155,161,163,155,211,199,232,134,162,160,155,199,200,241,232,211,242,172,161,214,155,134,248,163
232,260,206,261,211,139,136,171,155,134,134,135,205,241,232,165,136,171,135,241,261,260,232,205,206,139,134,232,155,165,211,134
232,205,194,194,241,166,139,155,155,155,163,155,248,232,248,134,139,155,155,232,194,205,248,248,194,166,155,232,155,134,241,163
248,248,206,194,248,161,162,155,155,163,155,138,260,241,232,155,162,155,138,241,194,248,232,260,206,161,163,248,155,155,248,155
248,232,261,194,241,136,156,134,165,134,155,155,241,232,260,138,156,134,155,232,194,232,260,241,261,136,134,248,165,138,241,155
232,214,242,212,248,161,164,138,155,155,134,135,248,232,232,161,164,138,135,232,212,214,232,248,242,161,155,232,155,161,248,134
241,211,233,261,232,162,135,138,155,155,163,165,260,232,232,163,135,138,165,232,261,211,232,260,233,162,155,241,155,163,232,163
199,241,212,200,248,139,156,160,155,160,165,155,211,232,199,163,156,160,155,232,200,241,199,211,212,139,160,199,155,163,248,165
260,260,261,194,241,156,156,138,155,161,160,138,248,260,232,155,156,138,138,260,194,260,232,248,261,156,161,260,155,155,241,160
241,248,249,233,193,166,156,155,155,161,135,135,232,260,260,155,156,155,135,260,233,248,260,232,249,166,161,241,155,155,193,135
248,232,242,206,193,161,166,155,161,155,155,134,199,193,241,163,166,155,134,193,206,232,241,199,242,161,155,248,161,163,193,155
232,211,261,200,241,135,139,155,135,165,155,135,214,211,211,155,139,155,135,211,200,211,211,214,261,135,165,232,135,155,241,155
232,241,233,212,241,166,162,155,171,165,155,155,214,232,214,155,162,155,155,232,212,241,214,214,233,166,165,232,171,155,241,155
260,241,194,212,193,172,136,134,155,155,135,155,241,232,232,155,136,134,155,232,212,241,232,241,194,172,155,260,155,155,193,135
241,260,261,242,232,156,156,160,161,155,160,155,260,248,214,161,156,160,155,248,242,260,214,260,261,156,155,241,161,161,232,160
199,232,212,242,248,166,136,135,163,134,134,165,232,241,232,171,136,135,165,241,242,232,232,232,212,166,134,199,163,171,248,134
232,248,200,206,232,162,139,135,134,171,138,138,248,232,241,155,139,135,138,232,206,248,241,248,200,162,171,232,134,155,232,138
260,193,194,212,248,166,166,163,165,165,165,165,248,214,232,138,166,163,165,214,212,193,232,248,194,166,165,260,165,138,248,165
211,211,212,261,232,139,156,163,155,160,135,155,211,241,241,155,156,163,155,241,261,211,241,211,212,139,160,211,155,155,232,135
232,260,242,215,248,139,136,134,160,135,163,134,193,214,232,155,136,134,134,214,215,260,232,193,242,139,135,232,160,155,248,163
248,232,233,233,248,156,161,155,155,171,161,138,260,232,232,155,161,155,138,232,233,232,232,260,233,156,171,248,155,155,248,161
260,260,194,212,214,166,139,155,155,165,134,155,211,193,211,135,139,155,155,193,212,260,211,211,194,166,165,260,155,135,214,134
232,260,242,206,241,172,135,155,135,165,135,135,193,248,248,161,135,155,135,248,206,260,248,193,242,172,165,232,135,161,241,135
232,260,261,212,205,136,166,161,155,155,155,171,214,232,214,135,166,161,171,232,212,260,214,214,261,136,155,232,155,135,205,155
232,193,200,212,260,139,156,171,134,163,163,135,193,241,248,171,156,171,135,241,212,193,248,193,200,139,163,232,134,171,260,163
241,211,215,233,241,166,162,155,160,155,165,138,248,232,241,155,162,155,138,232,233,211,241,248,215,166,155,241,160,155,241,165
260,193,206,242,205,135,172,135,135,138,161,165,248,241,232,155,172,135,165,241,242,193,232,248,206,135,138,260,135,155,205,161
193,232,261,261,205,161,139,138,155,160,165,155,241,232,260,155,139,138,155,232,261,232,260,241,261,161,160,193,155,155,205,165
260,232,242,212,232,136,172,165,155,155,135,134,214,260,214,155,172,165,134,260,212,232,214,214,242,136,155,260,155,155,232,135
241,241,212,233,193,166,172,135,163,155,135,155,248,260,260,135,172,135,155,260,233,241,260,248,212,166,155,241,163,135,193,135
241,232,242,206,241,166,166,134,163,161,165,138,214,232,232,155,166,134,138,232,206,232,232,214,242,166,161,241,163,155,241,165
248,241,261,206,260,156,166,161,161,163,155,171,211,193,232,155,166,161,171,193,206,241,232,211,261,156,163,248,161,155,260,155
248,211,194,261,241,139,139,165,161,135,155,155,248,248,232,161,139,165,155,248,261,211,232,248,194,139,135,248,161,161,241,155
232,232,212,215,241,161,156,135,135,155,161,138,260,232,232,155,156,135,138,232,215,232,232,260,212,161,155,232,135,155,241,161
260,241,212,249,214,166,156,160,155,155,163,138,193,241,260,135,156,160,138,241,249,241,260,193,212,166,155,260,155,135,214,163
260,248,249,215,205,172,166,160,135,134,160,171,199,248,214,138,166,160,171,248,215,248,214,199,249,172,134,260,135,138,205,160
214,248,261,233,260,156,156,155,135,155,163,155,232,211,248,135,156,155,155,211,233,248,248,232,261,156,155,214,135,135,260,163
260,232,242,249,241,166,161,135,135,155,163,155,214,232,232,155,161,135,155,232,249,232,232,214,242,166,155,260,135,155,241,163
193,241,215,233,260,162,156,135,160,134,155,165,260,248,214,155,156,135,165,248,233,241,214,260,215,162,134,193,160,155,260,155
232,248,215,233,205,139,156,155,171,161,138,155,193,248,214,160,156,155,155,248,233,248,214,193,215,139,161,232,171,160,205,138
232,214,212,206,232,161,139,160,171,163,155,138,205,241,248,155,139,160,138,241,206,214,248,205,212,161,163,232,171,155,232,155
232,211,212,233,248,161,156,155,165,155,134,135,260,241,232,165,156,155,135,241,233,211,232,260,212,161,155,232,165,165,248,134
241,232,261,233,260,172,139,155,135,161,135,134,193,232,232,161,139,155,134,232,233,232,232,193,261,172,161,241,135,161,260,135
214,193,233,249,260,139,164,160,155,155,163,135,260,241,260,135,164,160,135,241,249,193,260,260,233,139,155,214,155,135,260,163
248,241,242,215,260,164,156,138,163,165,171,155,193,193,211,171,156,138,155,193,215,241,211,193,242,164,165,248,163,171,260,171
214,232,233,206,205,156,164,160,135,163,155,138,211,232,232,160,164,160,138,232,206,232,232,211,233,156,163,214,135,160,205,155
241,193,242,261,241,156,156,135,155,155,138,135,260,232,214,155,156,135,135,232,261,193,214,260,242,156,155,241,155,155,241,138
211,205,212,261,241,156,139,155,163,155,135,165,205,241,214,138,139,155,165,241,261,205,214,205,212,156,155,211,163,138,241,135
248,260,261,261,211,166,164,138,134,155,160,165,241,211,193,165,164,138,165,211,261,260,193,241,261,166,155,248,134,165,211,160
241,241,206,194,232,136,156,155,155,155,163,155,248,232,248,161,156,155,155,232,194,241,248,248,206,136,155,241,155,161,232,163
211,260,215,233,241,136,156,171,155,138,135,155,205,241,241,163,156,171,155,241,233,260,241,205,215,136,138,211,155,163,241,135
232,260,215,261,232,156,164,134,155,135,155,155,248,205,211,155,164,134,155,205,261,260,211,248,215,156,135,232,155,155,232,155
232,241,200,206,211,135,161,165,135,160,134,155,214,248,260,165,161,165,155,248,206,241,260,214,200,135,160,232,135,165,211,134
260,260,206,233,248,166,156,163,135,165,155,171,211,232,241,155,156,163,171,232,233,260,241,211,206,166,165,260,135,155,248,155
193,193,233,242,241,166,139,155,161,135,155,165,211,248,211,171,139,155,165,248,242,193,211,211,233,166,135,193,161,171,241,155
260,241,200,261,241,156,156,160,134,155,161,155,260,193,241,163,156,160,155,193,261,241,241,260,200,156,155,260,134,163,241,161
248,248,242,233,205,135,166,163,163,134,134,155,205,232,232,135,166,163,155,232,233,248,232,205,242,135,134,248,163,135,205,134
241,232,194,215,193,156,156,165,160,135,155,135,193,232,241,138,156,165,135,232,215,232,241,193,194,156,135,241,160,138,193,155
260,193,242,233,205,162,136,138,155,165,138,135,232,241,260,155,136,138,135,241,233,193,260,232,242,162,165,260,155,155,205,138
232,214,212,233,232,164,166,138,155,155,163,135,241,241,232,161,166,138,135,241,233,214,232,241,212,164,155,232,155,161,232,163
214,260,233,233,248,156,135,160,138,135,134,155,248,241,260,138,135,160,155,241,233,260,260,248,233,156,135,214,138,138,248,134
241,248,242,194,241,156,156,135,163,134,135,135,248,232,232,161,156,135,135,232,194,248,232,248,242,156,134,241,163,161,241,135
232,260,212,233,248,156,156,161,135,160,165,134,248,232,241,163,156,161,134,232,233,260,241,248,212,156,160,232,135,163,248,165
241,248,242,233,211,166,156,155,163,155,161,135,232,241,260,138,156,155,135,241,233,248,260,232,242,166,155,241,163,138,211,161
232,241,212,206,205,166,166,171,135,171,163,155,211,232,232,165,166,171,155,232,206,241,232,211,212,166,171,232,135,165,205,163
241,260,242,194,193,156,166,165,163,134,155,163,248,241,232,138,166,165,163,241,194,260,232,248,242,156,134,241,163,138,193,155
241,205,242,261,241,139,136,160,134,155,171,134,241,232,214,155,136,160,134,232,261,205,214,241,242,139,155,241,134,155,241,171
232,260,261,215,241,172,139,155,163,155,155,135,211,241,232,155,139,155,135,241,215,260,232,211,261,172,155,232,163,155,241,155
232,232,242,233,260,162,156,138,155,155,161,155,211,260,232,163,156,138,155,260,233,232,232,211,242,162,155,232,155,163,260,161
248,193,215,200,211,136,156,160,134,165,165,165,241,199,232,165,156,160,165,199,200,193,232,241,215,136,165,248,134,165,211,165
214,214,194,200,205,156,156,134,155,161,155,155,248,193,211,165,156,134,155,193,200,214,211,248,194,156,161,214,155,165,205,155
211,232,242,242,260,161,161,134,155,160,163,171,248,248,193,138,161,134,171,248,242,232,193,248,242,161,160,211,155,138,260,163
241,232,194,242,205,156,162,161,163,155,161,134,248,248,260,161,162,161,134,248,242,232,260,248,194,156,155,241,163,161,205,161
211,214,212,200,248,139,136,165,155,155,163,135,260,241,248,160,136,165,135,241,200,214,248,260,212,139,155,211,155,160,248,163
232,232,233,212,205,162,136,155,155,161,163,135,241,232,232,135,136,155,135,232,212,232,232,241,233,162,161,232,155,135,205,163
214,260,212,200,241,139,164,160,155,134,165,165,260,232,199,135,164,160,165,232,200,260,199,260,212,139,134,214,155,135,241,165
241,232,206,194,214,156,166,155,155,135,155,138,241,214,214,155,166,155,138,214,194,232,214,241,206,156,135,241,155,155,214,155
214,241,233,242,211,139,156,163,171,155,155,155,241,241,241,165,156,163,155,241,242,241,241,241,233,139,155,214,171,165,211,155
232,241,194,233,211,139,136,155,155,161,138,171,214,193,232,135,136,155,171,193,233,241,232,214,194,139,161,232,155,135,211,138
241,260,194,233,260,172,156,163,135,171,155,138,248,232,248,161,156,163,138,232,233,260,248,248,194,172,171,241,135,161,260,155
241,260,194,261,241,139,156,155,163,163,135,138,248,232,248,155,156,155,138,232,261,260,248,248,194,139,163,241,163,155,241,135
193,193,200,242,205,166,172,135,163,165,135,135,232,241,241,155,172,135,135,241,242,193,241,232,200,166,165,193,163,155,205,135
232,260,215,233,193,161,139,135,155,155,161,135,241,199,211,155,139,135,135,199,233,260,211,241,215,161,155,232,155,155,193,161
241,193,242,233,214,139,156,135,155,138,165,134,260,248,193,135,156,135,134,248,233,193,193,260,242,139,138,241,155,135,214,165
260,214,194,194,260,172,156,155,163,165,155,155,260,232,232,155,156,155,155,232,194,214,232,260,194,172,165,260,163,155,260,155
260,193,215,206,260,136,156,160,155,155,171,155,205,211,232,135,156,160,155,211,206,193,232,205,215,136,155,260,155,135,260,171
211,260,194,233,241,156,166,155,155,155,161,135,241,214,248,135,166,155,135,214,233,260,248,241,194,156,155,211,155,135,241,161
232,248,200,233,241,136,156,161,155,155,163,155,232,241,241,134,156,161,155,241,233,248,241,232,200,136,155,232,155,134,241,163
232,241,261,212,241,139,139,163,155,171,163,135,241,193,232,135,139,163,135,193,212,241,232,241,261,139,171,232,155,135,241,163
214,214,249,194,193,139,166,163,134,165,155,163,193,199,241,160,166,163,163,199,194,214,241,193,249,139,165,214,134,160,193,155
232,214,249,261,241,156,139,135,155,163,155,171,260,241,232,155,139,135,171,241,261,214,232,260,249,156,163,232,155,155,241,155
193,205,194,242,214,166,166,138,155,155,155,134,260,193,232,161,166,138,134,193,242,205,232,260,194,166,155,193,155,161,214,155
260,232,194,249,248,166,164,160,171,160,155,155,248,211,232,171,164,160,155,211,249,232,232,248,194,166,160,260,171,171,248,155
211,241,215,242,211,156,156,135,163,134,163,165,232,232,232,163,156,135,165,232,242,241,232,232,215,156,134,211,163,163,211,163
260,241,215,261,248,139,156,138,161,165,163,155,193,232,248,135,156,138,155,232,261,241,248,193,215,139,165,260,161,135,248,163
232,241,194,194,241,156,139,171,155,135,161,135,260,260,241,135,139,171,135,260,194,241,241,260,194,156,135,232,155,135,241,161
232,260,206,215,260,156,166,163,155,165,155,155,260,232,248,171,166,163,155,232,215,260,248,260,206,156,165,232,155,171,260,155
241,241,233,194,241,136,166,165,155,155,155,135,211,241,232,171,166,165,135,241,194,241,232,211,233,136,155,241,155,171,241,155
232,205,212,212,248,135,156,171,134,134,134,135,248,232,260,161,156,171,135,232,212,205,260,248,212,135,134,232,134,161,248,134
260,232,249,233,211,162,136,134,161,161,163,135,260,241,260,138,136,134,135,241,233,232,260,260,249,162,161,260,161,138,211,163
241,241,233,261,214,166,156,171,171,161,138,138,214,241,260,155,156,171,138,241,261,241,260,214,233,166,161,241,171,155,214,138
260,241,212,194,241,166,135,163,155,171,135,165,248,232,232,165,135,163,165,232,194,241,232,248,212,166,171,260,155,165,241,135
232,232,194,233,193,166,164,155,134,138,161,138,260,241,232,165,164,155,138,241,233,232,232,260,194,166,138,232,134,165,193,161
232,232,261,194,248,136,139,138,155,161,134,134,205,241,214,163,139,138,134,241,194,232,214,205,261,136,161,232,155,163,248,134
214,211,242,233,260,166,162,171,163,138,161,138,241,241,232,138,162,171,138,241,233,211,232,241,242,166,138,214,163,138,260,161
241,241,233,215,248,139,166,165,165,165,163,155,260,214,241,135,166,165,155,214,215,241,241,260,233,139,165,241,165,135,248,163
232,260,249,215,193,162,162,155,138,138,155,138,241,232,211,161,162,155,138,232,215,260,211,241,249,162,138,232,138,161,193,155
241,211,215,215,260,166,136,155,163,163,155,155,211,232,241,165,136,155,155,232,215,211,241,211,215,166,163,241,163,165,260,155
232,248,233,261,260,172,136,135,134,171,163,155,260,232,248,138,136,135,155,232,261,248,248,260,233,172,171,232,134,138,260,163
248,260,200,249,205,156,156,171,134,155,161,165,241,205,248,163,156,171,165,205,249,260,248,241,200,156,155,248,134,163,205,161
232,205,194,212,241,166,135,165,163,134,161,155,248,232,214,135,135,165,155,232,212,205,214,248,194,166,134,232,163,135,241,161
232,241,206,233,205,166,156,171,165,155,161,171,260,248,260,155,156,171,171,248,233,241,260,260,206,166,155,232,165,155,205,161
211,260,233,249,260,136,156,138,155,138,135,138,211,241,260,155,156,138,138,241,249,260,260,211,233,136,138,211,155,155,260,135
260,260,215,242,193,135,139,155,155,134,161,160,248,232,214,138,139,155,160,232,242,260,214,248,215,135,134,260,155,138,193,161
241,211,249,215,248,164,135,160,160,165,160,155,193,260,214,134,135,160,155,260,215,211,214,193,249,164,165,241,160,134,248,160
248,241,194,194,248,135,136,155,155,165,155,165,241,241,211,155,136,155,165,241,194,241,211,241,194,135,165,248,155,155,248,155
241,260,233,194,205,166,166,134,155,163,155,138,241,211,241,165,166,134,138,211,194,260,241,241,233,166,163,241,155,165,205,155
241,248,206,261,248,156,139,155,171,138,165,165,241,260,241,171,139,155,165,260,261,248,241,241,206,156,138,241,171,171,248,165
232,241,206,233,193,166,136,165,135,163,163,163,205,248,232,155,136,165,163,248,233,241,232,205,206,166,163,232,135,155,193,163
232,232,233,194,211,139,135,171,135,135,138,138,232,260,232,161,135,171,138,260,194,232,232,232,233,139,135,232,135,161,211,138
